document,year,region,amount_in_source_units,unit_in_source,amount_thous_rub,note
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Коми,71691000.0,рублей,71691.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Марий Эл,24400000.0,рублей,24400.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Мордовия,152750960.0,рублей,152750.96,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Саха (Якутия),167875966.0,рублей,167875.966,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Северная Осетия - Алания,264000000.0,рублей,264000.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Татарстан,1829568195.0,рублей,1829568.195,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Тыва,57648952.0,рублей,57648.952,
RP_2014-09-06_N1751-r_izm_476-r,2014,Удмуртская Республика,172268000.0,рублей,172268.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Хакасия,63800000.0,рублей,63800.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Чеченская Республика,595964360.0,рублей,595964.36,
RP_2014-09-06_N1751-r_izm_476-r,2014,Чувашская Республика,142041081.0,рублей,142041.081,
RP_2014-09-06_N1751-r_izm_476-r,2014,Алтайский край,298892000.0,рублей,298892.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Забайкальский край,111978229.0,рублей,111978.229,
RP_2014-09-06_N1751-r_izm_476-r,2014,Камчатский край,60000000.0,рублей,60000.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Краснодарский край,205000000.0,рублей,205000.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Красноярский край,236019000.0,рублей,236019.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Пермский край,287517901.0,рублей,287517.901,
RP_2014-09-06_N1751-r_izm_476-r,2014,Приморский край,261337374.0,рублей,261337.374,
RP_2014-09-06_N1751-r_izm_476-r,2014,Ставропольский край,395334560.0,рублей,395334.56,
RP_2014-09-06_N1751-r_izm_476-r,2014,Хабаровский край,172640000.0,рублей,172640.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Амурская область,96000000.0,рублей,96000.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Архангельская область,149200000.0,рублей,149200.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Астраханская область,116672240.0,рублей,116672.24,
RP_2014-09-06_N1751-r_izm_476-r,2014,Белгородская область,218907954.0,рублей,218907.954,
RP_2014-09-06_N1751-r_izm_476-r,2014,Брянская область,266000000.0,рублей,266000.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Владимирская область,251291680.0,рублей,251291.68,
RP_2014-09-06_N1751-r_izm_476-r,2014,Волгоградская область,145800000.0,рублей,145800.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Вологодская область,152929344.0,рублей,152929.344,
RP_2014-09-06_N1751-r_izm_476-r,2014,Воронежская область,245174604.0,рублей,245174.604,
RP_2014-09-06_N1751-r_izm_476-r,2014,Ивановская область,44000000.0,рублей,44000.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Иркутская область,234347500.0,рублей,234347.5,
RP_2014-09-06_N1751-r_izm_476-r,2014,Калининградская область,437510741.0,рублей,437510.741,
RP_2014-09-06_N1751-r_izm_476-r,2014,Калужская область,383133342.0,рублей,383133.342,
RP_2014-09-06_N1751-r_izm_476-r,2014,Кемеровская область,150487000.0,рублей,150487.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Кировская область,174780413.0,рублей,174780.413,
RP_2014-09-06_N1751-r_izm_476-r,2014,Костромская область,63800000.0,рублей,63800.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Курганская область,96520000.0,рублей,96520.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Курская область,130845600.0,рублей,130845.6,
RP_2014-09-06_N1751-r_izm_476-r,2014,Ленинградская область,203665004.0,рублей,203665.004,
RP_2014-09-06_N1751-r_izm_476-r,2014,Липецкая область,132783503.0,рублей,132783.503,
RP_2014-09-06_N1751-r_izm_476-r,2014,Магаданская область,36160000.0,рублей,36160.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Московская область,774227000.0,рублей,774227.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Мурманская область,95107230.0,рублей,95107.23,
RP_2014-09-06_N1751-r_izm_476-r,2014,Нижегородская область,363261594.0,рублей,363261.594,
RP_2014-09-06_N1751-r_izm_476-r,2014,Новгородская область,43257145.0,рублей,43257.145,
RP_2014-09-06_N1751-r_izm_476-r,2014,Новосибирская область,240280670.0,рублей,240280.67,
RP_2014-09-06_N1751-r_izm_476-r,2014,Омская область,234869431.0,рублей,234869.431,
RP_2014-09-06_N1751-r_izm_476-r,2014,Оренбургская область,110719700.0,рублей,110719.7,
RP_2014-09-06_N1751-r_izm_476-r,2014,Орловская область,108401765.0,рублей,108401.765,
RP_2014-09-06_N1751-r_izm_476-r,2014,Пензенская область,154693892.0,рублей,154693.892,
RP_2014-09-06_N1751-r_izm_476-r,2014,Псковская область,80800000.0,рублей,80800.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Ростовская область,616350215.0,рублей,616350.215,
RP_2014-09-06_N1751-r_izm_476-r,2014,Рязанская область,125855000.0,рублей,125855.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Самарская область,373408295.0,рублей,373408.295,
RP_2014-09-06_N1751-r_izm_476-r,2014,Саратовская область,84678240.0,рублей,84678.24,
RP_2014-09-06_N1751-r_izm_476-r,2014,Сахалинская область,36953500.0,рублей,36953.5,
RP_2014-09-06_N1751-r_izm_476-r,2014,Свердловская область,631191301.0,рублей,631191.301,
RP_2014-09-06_N1751-r_izm_476-r,2014,Смоленская область,220400000.0,рублей,220400.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Тамбовская область,101578308.0,рублей,101578.308,
RP_2014-09-06_N1751-r_izm_476-r,2014,Тверская область,15040000.0,рублей,15040.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Томская область,205950000.0,рублей,205950.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Тульская область,247600000.0,рублей,247600.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Тюменская область,313138816.0,рублей,313138.816,
RP_2014-09-06_N1751-r_izm_476-r,2014,Ульяновская область,53200000.0,рублей,53200.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Челябинская область,153000000.0,рублей,153000.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Ярославская область,106732910.0,рублей,106732.91,
RP_2014-09-06_N1751-r_izm_476-r,2014,Город Москва,341247500.0,рублей,341247.5,
RP_2014-09-06_N1751-r_izm_476-r,2014,Город Санкт-Петербург,205808000.0,рублей,205808.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Ненецкий автономный округ,5343808.0,рублей,5343.808,
RP_2014-09-06_N1751-r_izm_476-r,2014,Ханты-Мансийский автономный округ - Югра,254521494.0,рублей,254521.494,
RP_2014-09-06_N1751-r_izm_476-r,2014,Чукотский автономный округ,19120000.0,рублей,19120.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Ямало-Ненецкий автономный округ,81637036.0,рублей,81637.036,
RP_2014-09-06_N1751-r_izm_476-r,2014,Всего,18134625900.0,рублей,18134625.9,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Адыгея,52491723.0,рублей,52491.723,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Алтай,24105695.0,рублей,24105.695,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Башкортостан,475018818.0,рублей,475018.818,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Бурятия,113725592.0,рублей,113725.592,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Дагестан,345906280.0,рублей,345906.28,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Ингушетия,54383171.0,рублей,54383.171,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Кабардино-Балкарская Республика,103191775.0,рублей,103191.775,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Калмыкия,33750371.0,рублей,33750.371,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Карачаево-Черкесская Республика,55808509.0,рублей,55808.509,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Карелия,76646340.0,рублей,76646.34,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Коми,104214387.0,рублей,104214.387,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Крым,237796127.0,рублей,237796.127,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Марий Эл,80423493.0,рублей,80423.493,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Мордовия,97917577.0,рублей,97917.577,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Саха (Якутия),114781175.0,рублей,114781.175,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Северная Осетия - Алания,81970059.0,рублей,81970.059,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Татарстан,446902544.0,рублей,446902.544,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Тыва,35344845.0,рублей,35344.845,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Удмуртская Республика,183304735.0,рублей,183304.735,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Республика Хакасия,64173457.0,рублей,64173.457,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Чеченская Республика,161861385.0,рублей,161861.385,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Чувашская Республика,144757951.0,рублей,144757.951,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Алтайский край,276435993.0,рублей,276435.993,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Забайкальский край,124460219.0,рублей,124460.219,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Камчатский край,36972601.0,рублей,36972.601,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Краснодарский край,623247464.0,рублей,623247.464,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Красноярский край,341837796.0,рублей,341837.796,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Пермский край,289965247.0,рублей,289965.247,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Приморский край,221645145.0,рублей,221645.145,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Ставропольский край,314824517.0,рублей,314824.517,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Хабаровский край,162458181.0,рублей,162458.181,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Амурская область,94554219.0,рублей,94554.219,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Архангельская область,131985212.0,рублей,131985.212,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Астраханская область,117518058.0,рублей,117518.058,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Белгородская область,172629836.0,рублей,172629.836,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Брянская область,145034268.0,рублей,145034.268,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Владимирская область,171268818.0,рублей,171268.818,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Волгоградская область,297497565.0,рублей,297497.565,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Вологодская область,144690758.0,рублей,144690.758,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Воронежская область,271704809.0,рублей,271704.809,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Ивановская область,121204481.0,рублей,121204.481,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Иркутская область,281913320.0,рублей,281913.32,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Калининградская область,115559457.0,рублей,115559.457,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Калужская область,119183027.0,рублей,119183.027,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Кемеровская область,330455349.0,рублей,330455.349,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Кировская область,154984578.0,рублей,154984.578,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Костромская область,76632834.0,рублей,76632.834,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Курганская область,102431858.0,рублей,102431.858,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Курская область,125852530.0,рублей,125852.53,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Ленинградская область,211749532.0,рублей,211749.532,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Липецкая область,131552108.0,рублей,131552.108,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Магаданская область,18059539.0,рублей,18059.539,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Московская область,817619321.0,рублей,817619.321,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Мурманская область,89039814.0,рублей,89039.814,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Нижегородская область,382517004.0,рублей,382517.004,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Новгородская область,74369343.0,рублей,74369.343,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Новосибирская область,322042153.0,рублей,322042.153,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Омская область,222824482.0,рублей,222824.482,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Оренбургская область,226185842.0,рублей,226185.842,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Орловская область,89123966.0,рублей,89123.966,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Пензенская область,157942186.0,рублей,157942.186,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Псковская область,76405175.0,рублей,76405.175,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Ростовская область,488507868.0,рублей,488507.868,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Рязанская область,127430092.0,рублей,127430.092,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Самарская область,372811368.0,рублей,372811.368,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Саратовская область,297241145.0,рублей,297241.145,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Сахалинская область,56460034.0,рублей,56460.034,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Свердловская область,497891701.0,рублей,497891.701,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Смоленская область,105889216.0,рублей,105889.216,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Тамбовская область,122222858.0,рублей,122222.858,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Тверская область,149424439.0,рублей,149424.439,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Томская область,128583625.0,рублей,128583.625,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Тульская область,184387390.0,рублей,184387.39,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Тюменская область,161419232.0,рублей,161419.232,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Ульяновская область,146899101.0,рублей,146899.101,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Челябинская область,406353454.0,рублей,406353.454,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Ярославская область,150577346.0,рублей,150577.346,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Город Москва,1314460436.0,рублей,1314460.436,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Город Санкт-Петербург,600238902.0,рублей,600238.902,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Город Севастополь,46590937.0,рублей,46590.937,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Еврейская автономная область,18385345.0,рублей,18385.345,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Ненецкий автономный округ,4809050.0,рублей,4809.05,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Ханты-Мансийский автономный округ - Югра,179626767.0,рублей,179626.767,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Чукотский автономный округ,5647928.0,рублей,5647.928,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Ямало-Ненецкий автономный округ,63074452.0,рублей,63074.452,
RP_2015-03-28_N538-r_raspredelenie_2015,2015,Всего,16903787300.0,рублей,16903787.3,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Адыгея,52491723.0,рублей,52491.723,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Алтай,24105695.0,рублей,24105.695,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Башкортостан,612344855.35,рублей,612344.85535,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Бурятия,115437954.7,рублей,115437.9547,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Дагестан,345906280.0,рублей,345906.28,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Ингушетия,54383171.0,рублей,54383.171,
RP_2015-07-18_N1400-r_izm_538-r,2015,Кабардино-Балкарская Республика,140609468.17,рублей,140609.46816999998,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Калмыкия,33750371.0,рублей,33750.371,
RP_2015-07-18_N1400-r_izm_538-r,2015,Карачаево-Черкесская Республика,55808509.0,рублей,55808.509,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Карелия,75682040.0,рублей,75682.04,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Коми,96242000.0,рублей,96242.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Крым,170810000.0,рублей,170810.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Марий Эл,80452777.43,рублей,80452.77743,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Мордовия,97917577.0,рублей,97917.577,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Саха (Якутия),133306814.12,рублей,133306.81412,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Северная Осетия - Алания,81970059.0,рублей,81970.059,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Татарстан,704522581.03,рублей,704522.58103,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Тыва,35344845.0,рублей,35344.845,
RP_2015-07-18_N1400-r_izm_538-r,2015,Удмуртская Республика,183304735.0,рублей,183304.735,
RP_2015-07-18_N1400-r_izm_538-r,2015,Республика Хакасия,69932072.5,рублей,69932.0725,
RP_2015-07-18_N1400-r_izm_538-r,2015,Чеченская Республика,261923006.02,рублей,261923.00602,
RP_2015-07-18_N1400-r_izm_538-r,2015,Чувашская Республика,144757951.0,рублей,144757.951,
RP_2015-07-18_N1400-r_izm_538-r,2015,Алтайский край,323622774.2,рублей,323622.7742,
RP_2015-07-18_N1400-r_izm_538-r,2015,Забайкальский край,128260219.0,рублей,128260.219,
RP_2015-07-18_N1400-r_izm_538-r,2015,Камчатский край,36972601.0,рублей,36972.601,
RP_2015-07-18_N1400-r_izm_538-r,2015,Краснодарский край,613247591.0,рублей,613247.591,
RP_2015-07-18_N1400-r_izm_538-r,2015,Красноярский край,329474700.0,рублей,329474.7,
RP_2015-07-18_N1400-r_izm_538-r,2015,Пермский край,289965247.0,рублей,289965.247,
RP_2015-07-18_N1400-r_izm_538-r,2015,Приморский край,221645145.0,рублей,221645.145,
RP_2015-07-18_N1400-r_izm_538-r,2015,Ставропольский край,314824517.0,рублей,314824.517,
RP_2015-07-18_N1400-r_izm_538-r,2015,Хабаровский край,228551008.33,рублей,228551.00833,
RP_2015-07-18_N1400-r_izm_538-r,2015,Амурская область,94554219.0,рублей,94554.219,
RP_2015-07-18_N1400-r_izm_538-r,2015,Архангельская область,131985212.0,рублей,131985.212,
RP_2015-07-18_N1400-r_izm_538-r,2015,Астраханская область,110672000.0,рублей,110672.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Белгородская область,167327000.0,рублей,167327.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Брянская область,145034268.0,рублей,145034.268,
RP_2015-07-18_N1400-r_izm_538-r,2015,Владимирская область,171268818.0,рублей,171268.818,
RP_2015-07-18_N1400-r_izm_538-r,2015,Волгоградская область,297497565.0,рублей,297497.565,
RP_2015-07-18_N1400-r_izm_538-r,2015,Вологодская область,489152603.27,рублей,489152.60326999996,
RP_2015-07-18_N1400-r_izm_538-r,2015,Воронежская область,275593172.95,рублей,275593.17295,
RP_2015-07-18_N1400-r_izm_538-r,2015,Ивановская область,95000000.0,рублей,95000.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Иркутская область,276921134.0,рублей,276921.134,
RP_2015-07-18_N1400-r_izm_538-r,2015,Калининградская область,115559457.0,рублей,115559.457,
RP_2015-07-18_N1400-r_izm_538-r,2015,Калужская область,119183027.0,рублей,119183.027,
RP_2015-07-18_N1400-r_izm_538-r,2015,Кемеровская область,318460666.66,рублей,318460.66666000005,
RP_2015-07-18_N1400-r_izm_538-r,2015,Кировская область,154984578.0,рублей,154984.578,
RP_2015-07-18_N1400-r_izm_538-r,2015,Костромская область,76632834.0,рублей,76632.834,
RP_2015-07-18_N1400-r_izm_538-r,2015,Курганская область,157126442.55,рублей,157126.44255,
RP_2015-07-18_N1400-r_izm_538-r,2015,Курская область,125852530.0,рублей,125852.53,
RP_2015-07-18_N1400-r_izm_538-r,2015,Ленинградская область,267749532.0,рублей,267749.532,
RP_2015-07-18_N1400-r_izm_538-r,2015,Липецкая область,131552108.0,рублей,131552.108,
RP_2015-07-18_N1400-r_izm_538-r,2015,Магаданская область,18059539.0,рублей,18059.539,
RP_2015-07-18_N1400-r_izm_538-r,2015,Московская область,817619321.0,рублей,817619.321,
RP_2015-07-18_N1400-r_izm_538-r,2015,Мурманская область,89039814.0,рублей,89039.814,
RP_2015-07-18_N1400-r_izm_538-r,2015,Нижегородская область,382517004.0,рублей,382517.004,
RP_2015-07-18_N1400-r_izm_538-r,2015,Новгородская область,74369343.0,рублей,74369.343,
RP_2015-07-18_N1400-r_izm_538-r,2015,Новосибирская область,322042153.0,рублей,322042.153,
RP_2015-07-18_N1400-r_izm_538-r,2015,Омская область,222824482.0,рублей,222824.482,
RP_2015-07-18_N1400-r_izm_538-r,2015,Оренбургская область,117089000.0,рублей,117089.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Орловская область,89123966.0,рублей,89123.966,
RP_2015-07-18_N1400-r_izm_538-r,2015,Пензенская область,157942186.0,рублей,157942.186,
RP_2015-07-18_N1400-r_izm_538-r,2015,Псковская область,76405175.0,рублей,76405.175,
RP_2015-07-18_N1400-r_izm_538-r,2015,Ростовская область,488507868.0,рублей,488507.868,
RP_2015-07-18_N1400-r_izm_538-r,2015,Рязанская область,127430092.0,рублей,127430.092,
RP_2015-07-18_N1400-r_izm_538-r,2015,Самарская область,394811368.0,рублей,394811.368,
RP_2015-07-18_N1400-r_izm_538-r,2015,Саратовская область,297008000.0,рублей,297008.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Сахалинская область,32000000.0,рублей,32000.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Свердловская область,497891701.0,рублей,497891.701,
RP_2015-07-18_N1400-r_izm_538-r,2015,Смоленская область,105889216.0,рублей,105889.216,
RP_2015-07-18_N1400-r_izm_538-r,2015,Тамбовская область,122208858.0,рублей,122208.858,
RP_2015-07-18_N1400-r_izm_538-r,2015,Тверская область,149400000.0,рублей,149400.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Томская область,145008246.54,рублей,145008.24654,
RP_2015-07-18_N1400-r_izm_538-r,2015,Тульская область,199414341.13,рублей,199414.34113,
RP_2015-07-18_N1400-r_izm_538-r,2015,Тюменская область,161419232.0,рублей,161419.232,
RP_2015-07-18_N1400-r_izm_538-r,2015,Ульяновская область,146899101.0,рублей,146899.101,
RP_2015-07-18_N1400-r_izm_538-r,2015,Челябинская область,405950000.0,рублей,405950.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Ярославская область,150576000.0,рублей,150576.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Город Москва,878117000.0,рублей,878117.0,
RP_2015-07-18_N1400-r_izm_538-r,2015,Город Санкт-Петербург,120745520.0,рублей,120745.52,
RP_2015-07-18_N1400-r_izm_538-r,2015,Город Севастополь,62310426.05,рублей,62310.426049999995,
RP_2015-07-18_N1400-r_izm_538-r,2015,Еврейская автономная область,18385345.0,рублей,18385.345,
RP_2015-07-18_N1400-r_izm_538-r,2015,Ненецкий автономный округ,4758400.0,рублей,4758.4,
RP_2015-07-18_N1400-r_izm_538-r,2015,Ханты-Мансийский автономный округ - Югра,179626767.0,рублей,179626.767,
RP_2015-07-18_N1400-r_izm_538-r,2015,Чукотский автономный округ,5647928.0,рублей,5647.928,
RP_2015-07-18_N1400-r_izm_538-r,2015,Ямало-Ненецкий автономный округ,63074452.0,рублей,63074.452,
RP_2015-07-18_N1400-r_izm_538-r,2015,Всего,16903787300.0,рублей,16903787.3,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Адыгея,30384177.0,рублей,30384.177,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Алтай,14851049.0,рублей,14851.049,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Башкортостан,273433462.0,рублей,273433.462,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Бурятия,61432222.0,рублей,61432.222,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Дагестан,196513968.0,рублей,196513.968,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Ингушетия,30904942.0,рублей,30904.942,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Кабардино-Балкарская Республика,56368017.0,рублей,56368.017,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Калмыкия,17112500.0,рублей,17112.5,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Карачаево-Черкесская Республика,30791067.0,рублей,30791.067,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Карелия,42293023.0,рублей,42293.023,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Коми,58909013.0,рублей,58909.013,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Крым,133009281.0,рублей,133009.281,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Марий Эл,46103906.0,рублей,46103.906,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Мордовия,56694584.0,рублей,56694.584,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Саха (Якутия),73464909.0,рублей,73464.909,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Северная Осетия - Алания,49162675.0,рублей,49162.675,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Татарстан,259609264.0,рублей,259609.264,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Тыва,22013251.0,рублей,22013.251,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Удмуртская Республика,102085947.0,рублей,102085.947,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Республика Хакасия,37216808.0,рублей,37216.808,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Чеченская Республика,95225230.0,рублей,95225.23,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Чувашская Республика,86038349.0,рублей,86038.349,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Алтайский край,158384524.0,рублей,158384.524,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Забайкальский край,72422543.0,рублей,72422.543,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Камчатский край,24347569.0,рублей,24347.569,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Краснодарский край,375086292.0,рублей,375086.292,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Красноярский край,191310430.0,рублей,191310.43,
RP_2016-03-07_N389-r_raspredelenie_2016,2016,Пермский край,168383629.0,рублей,168383.629,
